course_id,course_name,summary,category_name,duration_hours,recommended_grade,course_structure
753,web for devops,"the course provides an introduction to the topic ""web for devops"" and introduces basic concepts https, cors and nginx.",Devops + All Engineering,2.0,J,"http & https, cors & nginx, feedback about the course"
754,design patterns with spring webflux,"spring webflux is a reactive non-blocking web stack which scales better & provides better performance compared to traditional spring web mvc. in this course, you learn various integration and resilient design patterns with spring webflux to build reactive microservices.",Java,9.0,J,"01 - introduction, 02 - gateway aggregator pattern, 03 - scatter gather pattern, 04 - orchestrator pattern (for parallel workflow), 05 - orchestrator pattern (for sequential workflow), 06 - splitter pattern, 07 - timeout pattern, 08 - retry pattern, 09 - circuit breaker pattern, 10 - rate limiter pattern, 11 - bulkhead pattern, feedback about the course"
755,reactive programming with spring framework 5,"while reactive programming may not be an automatic way of making your code faster, it can help your code scale up better. especially if you are dealing with streams of data. in side this course, you will first learn the fundamental concepts of reactive programming. you'll learn why immutability and functional programming are important to reactive programming.",Java,4.0,J,"1. introduction to reactive programming with spring framework 5, 2. introduction to reactive programming, 3. netflux example spring reactive application, 4. introduction to functional programming in java, 5. using java streams, 6. spring webflux quote service, 7. reactive mongodb quote application, feedback about the course"
756,introduction to event-driven architecture,"event-driven architectures are an architecture style that uses events and asynchronous communication to loosely couple an application’s components. event-driven architectures can help you boost agility and build reliable, scalable applications.",Devops + All Engineering,1.0,M,"01 introduction, 02 event-driven architecture, feedback about the course"
757,introduction to kubernetes,this course provides a basic introduction to kubernetes for those who are new to this powerful technology. we will cover the basics of what containers are and what kubernetes does. you will have the opportunity to build your own kubernetes cluster and use it to run containers.,Devops + All Engineering,1.0,J,"01 introduction, 02 the basics, 03 working with kubernetes, feedback about the course"
758,financial regulation: from the global financial crisis to fintech,"this course will provide the underpinning rationale for financial regulation and evaluate the post-global financial crisis reforms in this light, noting adaptions that were required due to systemic nature of the crisis and the need to ensure private sector compliance. it then applies these rationales and lessons learned to current topics in fintech and the response to the covid-19 pandemic.",Fintech,9.0,All,"module 0 - how the regulatory world changed after the global financial crisis, module 1 - why regulate, module 2 - housing and finance, module 3 - banks and non-banks, module 4 - capital and liquidity, module 5 - sifis and tbtf, module 6 - otc derivatives and market infrastructures, module 7 - adding fintech to the mix, feedback about the course"
759,fintech law and policy,"being a successful fintech firm requires more than just great technology; it also requires an understanding of the laws and regulations applicable to your business. this course will provide you with that understanding. you will learn about the critical legal, regulatory, and policy issues associated with cryptocurrencies, initial coin offerings, online lending, new payments and wealth management technologies, and financial account aggregators. in addition, you will learn how regulatory agencies in the u.s. are continually adjusting to the emergence of new financial technologies and how one specific agency has proposed a path for fintech firms to become regulated banks. you will also learn the basics of how banks are regulated in the u.s.",Fintech,5.0,All,"1 welcome to fintech law and policy, 2 cryptocurrency and initial coin offerings, 3 fintech lending, 4 banking regulation in the u.s, 5 fintech payments, wealth management, and account aggregation, feedback about the course"
760,financial markets,"an overview of the ideas, methods, and institutions that permit human society to manage risks and foster enterprise. emphasis on financially-savvy leadership skills. description of practices today and analysis of prospects for the future. introduction to risk management and behavioral finance principles to understand the real-world functioning of securities, insurance, and banking industries. the ultimate goal of this course is using such industries effectively and towards a better society.",Fintech,20.0,All,"basics of financial markets, behavioral finance, forecasting, pricing, debt, and inflation, stocks, bonds, dividends, shares, market caps, recent past, exploring recessions, bubbles, the mortgage crisis, and regulation, options and bond markets, investment banking, underwriting processes, brokers, dealers, exchanges, nonprofits and corporations, final test, feedback about the course"
761,introduction to microsoft defender for cloud,"this course will provide a general introduction to microsoft defender for cloud as a product and service. it is intended to scope microsoft defender for cloud into the sphere of cloud security as that is its primary focus. though there are some terms that are technical in nature, this course is designed so that both technical and non-technical responsible parties can understand the functionality of microsoft defender for cloud.",Devops + All Engineering,3.0,M,"01 introduction and core concepts, 02 defining microsoft defender for cloud, 03 discussing features in microsoft defender for cloud, 04 deploying microsoft defender for cloud, feedback about the course"
762,introduction to mlops on azure,"ever wondered what it would be like to work in machine learning operations (mlops)? in this course, you will! you will tackle real-world scenarios through lessons and labs. you’ll learn how to ingest and prepare data, apply algorithms, score, and evaluate the data. finally, you will tackle options for publishing, as well as troubleshoot other common issues that you might encounter along the way. the best news? this is an entry-level course, so no prior experience in machine learning or operations is necessary.",Devops + All Engineering,4.0,J,"01 introduction, 02 an introduction to machine learning operations in azure, 03 building a machine learning pipeline, 04 conclusion, feedback about the course"
763,golang for devops and cloud engineers,"if you are working in the cloud or devops space, then this course is for you. golang has been gaining massively in popularity in the recent years. forget the small shell scripts you'd write to glue things together. you can create real programs with a great programming language created by google. it compiles fast, it runs fast, it has static typing, and it has been used to write popular applications like docker and kubernetes. it's the best choice to write your next applications in!",Devops + All Engineering,7.0,J,"1. introduction, 2. visual studio code setup, 3. our first golang application, 4. go concepts, 5. amazon web services (aws), 6. kubernetes with go, final test, feedback about the course"
764,mit principles of microeconomics,this introductory undergraduate course covers the fundamentals of microeconomics.,Fintech,16.0,All,"unit 1: introduction and supply & demand, unit 2: consumer theory, unit 3: production theory, unit 4: welfare economics. monopoly and oligopoly, unit 5: topics in intermediate microeconomics, unit 6: equity and efficiency, feedback about the course"
765,blockchain and money,this course is for students wishing to explore blockchain technology’s potential use - by entrepreneurs & incumbents - to change the world of money and finance.,Blockchain,26.0,All,"blockchain and money fundamentals, blockchain and use case economic, financial sector use cases, feedback about the course"
766,machine learning for healthcare,"introduces students to machine learning in healthcare, the nature of clinical data, and the use of machine learning for risk stratification, disease progression modeling, precision medicine, diagnosis, subtype discovery, and improving clinical workflows.",Healthcare,32.0,All,"introduction, clinical data, ai into the clinic, data analysis, automation of processes in medicine, feedback about the course"
767,"the ultimate react course 2023: react, redux & more","in 2023, react is still the #1 skill to learn if you want to become a successful front-end developer! but it can be hard. there are so many moving parts, so many different libraries, so many tutorials out there. that's why you came here... and you came to the right place! this is the ultimate react course for 2023 and beyond.",React,68.0,J,"1 - welcome welcome welcome, 2 - part 1 react fundamentals 4 projects, 3 - a first look at react, 4 - optional review of essential javascript for react, 5 - working with components props and jsx, 6 - state events and forms interactive components, 7 - thinking in react state management, 8 - optional practice project eatnsplit, 9 - part 2 intermediate react 2 projects, 10 - thinking in react components composition and reusability, 11 - how react works behind the scenes, 12 - effects and data fetching, 13 - custom hooks refs and more state, 14 - optional react before hooks classbased react, 15 - part 3 advanced react redux 4 projects, 16 - the advanced usereducer hook, 17 - react router building singlepage applications spa, 18 - advanced state management the context api, 19 - performance optimization and advanced useeffect, 20 - redux and modern redux toolkit with thunks, 21 - part 4 professional react development 2 projects, 22 - react router with data loading v64, 23 - optional tailwind css crash course stylin"
768,fintech: shaping the financial world,"this course about financial technology, or fintech, is for students wishing to explore the ways in which new technologies are disrupting the financial services industry—driving material change in business models, products, applications and customer user interface. amongst the significant technological trends affecting financial services into the 2020’s, the class will explore ai, deep learning, blockchain technology and open apis. students will gain an understanding of the key technologies, market structure, participants, regulation and the dynamics of change being brought about by fintech.",Fintech,14.0,All,"introduction, artificial intelligence, modern technologies in fintech, basic concepts, feedback about the course"
769,introduction to the microsoft cloud adoption framework for azure,"in this course, we cover the microsoft cloud adoption framework for azure. we explore each of the 6 phases of the framework, including strategizing, planning, organization and environment readiness, adoption, management, and governance. after completing this course, you will have a good understanding of the 6 phases of the framework and how you can utilize the framework to lead or participate in a successful cloud adoption.",Devops + All Engineering,4.0,J,"01 introduction, 02 defining your cloud strategy, 03 planning your cloud adoption, 04 building a cloud ready environment, 05 diving into cloud adoption, 06 understanding azure governance and management, feedback about the course"
770,credit scoring,,Fintech,3.0,All,"1. what is credit scoring, 2. credit scoring in microfinances , credit history and credit score , credit scoring project using machine learning, credit risk scorecards, final test, feedback about the course"
771,introduction to computational thinking and data science,"this subject is aimed at students with little or no programming experience. it aims to provide students with an understanding of the role computation can play in solving problems. it also aims to help students, regardless of their major, to feel justifiably confident of their ability to write small programs that allow them to accomplish useful goals. the class will use the python programming language.",Data Science,13.0,J,"optimization problems, stochastic programming and statistical thinking, random walks, monte carlo simulations, statistical fallacies, experimental data, machine learning, feedback about the course"
772,blockchain and cryptocurrency explained,"in this course, we first discuss the technical underpinnings of blockchain and review key concepts such as decentralization and consensus algorithms. we then examine blockchain as an asset and review the dynamics of the cryptocurrency markets. finally, we examine blockchain as a business solution, with a focus on understanding business cases in which blockchain does and does not make sense.",Blockchain,4.0,All,"1 introduction to blockchain and crypto, 2 blockchain as an asset, 3 blockchain as a business, feedback about the course"
773,"raising capital: credit tech, coin offerings, and crowdfunding","advances in technology have both systematized and democratized consumers’ and business’ access to capital. in this course, you will explore the ways in which technology has transformed access to consumer credit and access to seed capital for business projects. you will examine disruptive technologies in credit scoring, raising capital through tokenization, and the evolution of crowdfunding for both debt and equity financing.",Fintech,2.0,All,"1 what is credittech, 2 crowdfunding & icos, 3 smart banking fintech banks and banking-as-service, feedback about the course"
774,innovations in investment technology,"on this course, you’ll explore how technology has changed the way we invest money. you’ll consider the evolution of ai-driven online wealth management platforms, robo-advisors, and learn how they work and why they’re successful. moving from human-based data-driven investing strategies to neural networks, you’ll assess the ability of artificial intelligence to make investment decisions and discover the role of ai and machine learning in making trading decisions.",Fintech,4.0,All,"1 robo advising, 2 stock selection & asset management, 3 big data, feedback about the course"
775,kubernetes security,"this course is a ‘deep dive’ into kubernetes security. you are guided through the concepts and best practices of kubernetes security, and hands-on examples are provided to apply what is covered.",Devops + All Engineering,5.0,M,"01 introduction, 02 setting up a kubernetes playground, 03 kubernetes security principles and concepts, 04 securing a cluster, 05 authentication authorization and admission, 06 securing pods, 07 securing containers, feedback about the course"
776,kubernetes security (advanced concepts),"this course is the second part of the kubernetes security series. the first part is kubernetes security. this part is advanced concepts and guides the student through implementing network policy. it then goes through the administrative steps necessary to build, launch, and maintain a secure kubernetes cluster.",Devops + All Engineering,11.0,S,"01 introduction, 02 kubernetes networking, 03 building a kubernetes infrastructure, 04 launching a kubernetes cluster, 05 maintaining a kubernetes infrastructure, feedback about the course"
777,microsoft azure exam dp-200 — implementing an azure data solution,this course is designed to help develop the skills necessary to pass the microsoft azure dp-200 certification exam. this exam measures one’s ability to do the following: implement data storage solutions manage and develop data processing monitor data solutions manage and troubleshoot azure data solutions,Devops + All Engineering,10.0,S,"01 course introduction, 02 introductory concepts, 03 implement non-relational data stores, 04 implement relational data stores, 05 managing data security, 06 develop batch processing solutions, 07 develop streaming solutions, 08 develop integration solutions, 09 monitor data storage, 10 monitor data processing, 11 manage optimization, feedback about the course"
778,power bi bootcamp: zero to mastery,"this power bi bootcamp will take you from absolute beginner in power bi to being able to get hired as a confident and effective business intelligence analyst. you'll learn the full power bi suite of tools, the m programming language, and the dax formula language, all while analyzing real-world datasets and building enterprise-level projects.",Ba/Sa,17.0,J,"introduction, section 1: power bi 101, section 2: visualizing data with power bi, section 3: advanced power query, section 4: modeling data in power bi, section 5: analyzing data with dax, section 6: advanced dax, section 7: advanced visualizations, where to go from here?, feedback about the course"
779,statistics for applications,this course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. the goal is to understand the role of mathematics in the research and development of efficient statistical methods.,Data Science,28.0,J,"introduction to statistics, parametric inference and maximum likelihood estimation, the method of moments and parametric hypothesis testing, testing goodness of fit, regression, bayesian statistics, principal component analysis, generalized linear models, feedback about the course"
780,nestjs: the complete developer's guide,"nestjs is a backend framework used to create scalable and reliable apis. it is a ""battery-included"" framework; it includes tools to handle just about every possible use case, from data persistence, to validation, to config management, to testing, and much, much more. this course will help you master nest . by the time you complete this course, you will have the confidence to build any app you can imagine.",Js,20.0,J,"1 - get started here, 2 - the basics of nest, 3 - generating projects with the nest cli, 4 - validating request data with pipes, 5 - nest architecture services and repositories, 6 - nest architecture organizing code with modules, 7 - big project time, 8 - persisting data with typeorm, 9 - creating and saving user data, 10 - custom data serialization, 11 - authentication from scratch, 12 - getting started with unit testing, 13 - integration testing, 14 - managing app configuration, 15 - relations with typeorm, 16 - a basic permissions system, 17 - query builders with typeorm, 18 - production deployment, 19 - bonus appendix typescript, feedback about the course"
781,nestjs course for beginners - create a rest api,learn nestjs by building a crud rest api with end-to-end tests using modern web development techniques. nestjs is a rapidly growing node js framework that helps build scalable and maintainable backend applications.,Js,4.0,J,"course introduction, auth controller, prisma migrations, nestjs pipes, nestjs config module, using passport js & jwt module with nestjs. get current user with access token, testing, feedback about the course"
782,nestjs: modern ways to build apis with typescript and nestjs,"nest.js is a progressive node.js framework for building efficient, reliable and scalable server-side applications. nestjs is a server-side (backend) application framework beautifully crafted to support developers productivity and make their lives happier. well, it's not only a framework, it's an enabler of entering the world of advanced engineering concepts such as domain driven design, event sourcing, microservices architecture.",Js,9.0,J,"1. getting started with nestjs, 2. typescript foundations (optional), 3. crud with nestjs, 4. pipes and validations, 5. middlewares and exceptionfilters, 6. interceptors, 7. connecting nestjs app with typeorm and mysql, 8. relations between entities, 9. connected nestjs app to mongodb using mongoose, 10. authentication, 11. create documentation for rest apis using swagger, 12. deployment, 13. connect nestjs to postgresql and sequlize, 14. graphql basics, 15. build graphql apis with nestjs, 16. bonus building rest apis with nodejs, mongoose, and expressjs, feedback about the course"
783,apache flink (скрыт),"apache flink is the successor to hadoop and spark. it is the next generation big data engine for stream processing. if hadoop is 2g, spark is 3g then apache flink is the 4g in big data stream processing frameworks. actually spark was not a true stream processing framework, it was just a makeshift to do it but apache flink is a true streaming engine with added capacity to perform batch, graph, table processing and also to run machine learning algorithms.",Java,6.0,M,"1. introduction to flink, 2. transformation operations of dataset api, 3. datastream api operations, 4. windows in flink, 5. triggers and evictors, 6. watermarks and late elements, 7. state, checkpointing and fault tolerance, 8. interacting with real-time data using kafka, 9. case study 1 - twitter data analysis using flink, 10. case study 2 - bank real-time fraud detection, 11. case study 3 - stock data processing in real-time, 12. table and sql api , relational apis of flink, 13. gelly api for graph processing, task 1, task 2, feedback about the course"
784,communication witn clients (gubanovich),"хорошая коммуникация в отношениях с клиентами — важный аспект вашей карьеры, который нужно установить на раннем этапе. это ключевой момент на всех этапах совместной работы, от первоначальной ознакомительной встречи до завершения вашего первого совместного проекта, месяца или года.",Sales,5.0,,"1. communication with clients, 2. phone conversations in sales, feedback about the course"
785,managing microsoft azure applications and infrastructure with terraform,"cloud adminatrators are seeing an increasing demand to deploy resources with shorter and shorter time constraints, all while maintaining formats and standards for environment configurations. therefore, admins turn to products like ansible, puppet, sccm, and terraform. this course will focus on using terraform for deploying azure infrastructure elements such as networking, storage accounts, file shares/blobs, vms, as well as addressing some best practices around protection and resiliency of your terraformed azure environment.",Devops + All Engineering,5.0,J,"01 introduction, 02 terraform installation and configuration in an azure environment, 03 deploying azure resource groups and tags, 04 deploying azure storage resources, 05 deploying network resources, 06 deploying vms, 07 deploying web applications, 08 deploying database instances, 09 conclusion, feedback about the course"
786,spark and python for big data with pyspark,"learn the latest big data technology - spark! and learn to use it with one of the most popular programming languages, python! one of the most valuable technology skills is the ability to analyze huge data sets, and this course is specifically designed to bring you up to speed on one of the best technologies for this task, apache spark ! the top technology companies like google, facebook, netflix, airbnb, amazon, nasa, and more are all using spark to solve their big data problems!",Python,11.0,J,"01 introduction to course, 02 setting up python with spark, 03 local virtualbox set-up, 04 aws ec2 pyspark set-up, 05 databricks setup, 06 aws emr cluster setup, 07 python crash course, 08 spark dataframe basics, 09 spark dataframe project exercise, 10 introduction to machine learning with mllib, 11 linear regression, 12 logistic regression, 13 decision trees and random forests, 14 k-means clustering, 15 collaborative filtering for recommender systems, 16 natural language processing, 17 spark streaming with python, feedback about the course"
787,microsoft azure security essentials,"this course is designed to help you gain high-level knowledge on some of the important capabilities when securing the azure platform. we will cover azure security concepts, terminology, and architecture. we will also look at security as it relates to identity, compute, networking, and other azure resources. the course is designed to provide insight into the trustworthy foundation provided by azure with many configurable security options to best suit your organizational needs.",Devops + All Engineering,8.0,J,"01 course introduction, 02 security in the cloud, 03 transparency, 04 identity and access management, 05 operations, 06 storage, 07 networking, 08 compute, 09 secure platform, 10 wrapping up, feedback about the course"
788,banking for beginners,the course addresses the topics below: - what is an online bank or internet based bank - how is an online / internet bank different from online banking - why should you use an online bank - are there any advantages - are there any disadvantages of online banks - do online banks give loans as well - are online banks safe - what is direct deposit - how is direct deposit different from a regular deposit or a check - how can you set up a direct deposit - how long does direct deposit take - what are the pros and cons of direct deposit / what are the advantages and disadvantages of direct deposit - how much does direct deposit cos- what is a bank accou - why would you use a bank account - how safe is the money in a bank account - are there different types of bank accounts,Fintech,1.0,All,"online bank or internet based bank, ach transfer or bank transfer banking , safety deposit box banking, checking account vs savings account, interest rate banking , central bank banking, feedback about the course"
789,mongodb deep dive,"in this course we will dive deep into these topics: exploring replication and sharding, as well as monitoring and backups. we will also look at mongodb support on a variety of cloud vendors and connecting via the mongosh shell. we will be manipulating files on the command line, so some basic linux knowledge is expected. familiarity with document databases is useful, but we will discuss some of the basics in the introduction section. after completing this course, you will have a better understanding of the features available in mongodb and how to utilize them in your applications.",Database,7.0,J,"01 introduction, 02 cloud vendor support, 03 the mongodb shell, 04 data modeling, 05 security, 06 replication, 07 sharding, 08 storage, 09 performance, 10 monitoring and troubleshooting, 11 backups, 12 conclusion, feedback about the course"
790,red hat certified engineer (rhce) prep course,"the red hat certified engineer course will prepare you for the certification exam from red hat. this certification is intended to be earned by a current red hat certified system administrator (rhcsa). this course will prepare you for the performance-based certification exam by red hat that is intended to demonstrate your knowledge, skills, and experience as a senior system administrator that is responsible for red hat enterprise linux systems.",Devops + All Engineering,28.0,M,"01 introduction to red hat certified engineer, 02 system configuration and management, 03 network services, 04 httphttps, 05 dns, 06 nfs, 07 smb, 08 smtp, 09 ssh, 10 ntp, 11 database services, 12 preparing for the exam, feedback about the course"
791,intro to information security 2.0,"this security awareness program contains 25 easy-to-understand video lessons that cover the most pressing topics on cybersecurity. the lessons were developed by professionals, keeping in mind those employees who are unaware of the potential cybersecurity dangers in their everyday processes and can accidentally become a threat to their company.",Devops + All Engineering,3.0,All,"security awareness training, additional materials (for information security staff), final test, feedback about the course"
792,foundations of cybersecurity,"explore the world of cybersecurity and prepare for entry-level jobs with this beginner course led by google experts. learn the essential skills, security ethics, and tools needed to protect companies from cyberattacks. this course is for future cyber security engineers of organization.",Devops + All Engineering,4.0,J,"1 welcome to the exciting world of cybersecurity, 2 the evolution of cybersecurity, 3 protect against threats, risks, and vulnerabilities, 4 cybersecurity tools and programming languages, feedback about the course"
793,java unit testing with spring boot & mockito,"this tutorial explains the use of junit in your project unit testing, while working with java. after completing this tutorial you will gain sufficient knowledge in using junit testing framework from where you can take yourself to next levels.",Java,4.0,J,"1. introduction, 2. mocking with mockito, 3. unit testing with spring boot and mockito, feedback about the course"
794,node.js unit testing in-depth,"this is a focused, in-depth course about unit testing, where we will look at lots of code, and learn how to test it. we will go through everything from the simplest javascript function to es6 classes & private code testing. we will also learn how to test your code coverage, so you always know where you stand. one of the goals of this course is to teach you how to think about unit testing, and not simply teach you the basic syntax or how to call an assertion.",Node,3.0,J,"01 introduction, 02 mocha, chai & setup, 03 basics of testing, 04 testing the app, 05 test coverage & warnings, 06 bonus, 07 conclusion, feedback about the course"
795,play it safe: manage security risks,"in this course, you will take a deeper dive into concepts introduced in the first course, with an emphasis on how cybersecurity professionals use frameworks and controls to protect business operations. in particular, you'll identify the steps of risk management and explore common threats, risks, and vulnerabilities. additionally, you'll explore security information and event management (siem) data and use a playbook to respond to identified threats, risks, and vulnerabilities.",Devops + All Engineering,2.0,J,"1 security domains, 2 security frameworks and controls, 3 introduction to cybersecurity tools, 4 use playbooks to respond to incidents, feedback about the course"
796,unit testing for c# developers,"automated tests help you to catch bugs earlier in the software development lifecycle, right when you’re coding. these tests are repeatable. write them once and run them over and over.",.Net,6.0,J,"1. getting started, 2. fundamentals of unit testing, 3. core unit testing techniques, 4. exercises, 5. breaking external dependencies, 6. exercises, 7. project- testing bookinghelper, 8. project- housekeeperhelper, feedback about the course"
797,unit testing for typescript & nodejs developers with jest,"this course will go beyond the basics of unit testing and teach you all you need to write real world, complex testing suites for nodejs and typescript applications using the most popular javascript testing library: jest.",Js,4.0,J,"01 getting started, 02 unit tests introduction, 03 working with test doubles, 04 advanced testing use-cases, 05 integration tests, 06 testing react apps, 07 conclusions, feedback about the course"
798,unit testing javascript (with coffeescript),"we are writing more and more complex applications in javascript both in the browser and on the server side using node.js. with this increase in complexity comes the need to understand the nuances of testing. this course covers how to write testable code, test types, testing strategies, tactics, and tips that will increase your ability to test javascript on the client and server (node.js). unit tests are written in coffeescript, but the testing strategies we will learn will be useful in pure javascript as well.",Node,5.0,J,"introduction, types of testing, first unit test, fixtures, testium, feedback about the course"
799,unit testing with phpunit,new to testing? jump in to unit testing with the test-driven development (tdd) of three small projects.,Php,2.0,J,"unit testing with phpunit, feedback about the course"
800,connect and protect: networks and network security,"in this course, you will explore how networks connect multiple devices and allow them to communicate. you'll start with the fundamentals of modern networking operations and protocols. for example, you'll learn about the transmission control protocol / internet protocol (tcp/ip) model and how network hardware, like routers and modems, allow your computer to send and receive information on the internet. then, you'll learn about network security. organizations often store and send valuable information on their networks, so networks are common targets of cyber attacks. by the end of this course, you'll be able to recognize network-level vulnerabilities, and explain how to secure a network using firewalls, system hardening, and virtual private networks.",Devops + All Engineering,10.0,J,"1 network architecture, 2 network operations, 3 secure against network intrusions, 4 security hardening, feedback about the course"
801,global logistics full course,"in global logistics full course, you will learn everything there is to master global logistics concepts. this global logistics full course will cover everything from what is logistics management to different key concepts related to this field.",Logistics,2.0,All,"introduction, global logistics full course, feedback about the course"
802,logistics course,"logistics management is the process of planning, organizing, and delivering logistics services to meet customer requirements. it deals with all aspects of planning, organizing, and controlling how goods are moved from one place to another. it's about consolidating, moving and managing the different resources, facilities and personnel required to deliver a product or service to its customer in a cost-effective, time-efficient manner. you will learn the meaning and importance of logistics management. also the basic functions and strategies of logistics management - from materials handling through to the logistics process itself. logistics management involves all business functions including sales, operations, finance and information technology.",Logistics,6.0,All,"logistics course, feedback about the course"
803,supply chain management and logistics course,"this is the course in arizona state university's twelve-part introduction to supply chain management series. asu, the w. p. carey school of business, and the supply chain management department are proud and happy to share this video series with supply chain management departments, supply chain instructors, career specialists in high schools and universities, as well as industry leaders in an effort to inspire a new generation of supply chain management professionals across the country and around the world.",Logistics,1.0,All,"supply chain management and logistics course, feedback about the course"
804,unit testing swift mobile app,"if you take this video course, you will learn how to follow a test driven development process to implement a feature for an ios mobile app built with swift. this video course starts with unit test basics and continues with a very practical set of lessons that demonstrates how to follow a test-driven process to implement the user signup feature in the model view presenter mobile app.",Ios,9.0,J,"1 - introduction, 2 - basics of unit testing in xcode, 3 - tdd implementing model validator, 4 - test code in isolation, 5 - tdd implementing network service class, 6 - tdd implementing presenter class in mvp application, 7 - unit testing view controller, 8 - testing old or legacy code, 9 - examples ways to load uiviewcontroller in a unit test, 10 - examples testing methods that throw error, 11 - examples unit test uitextfield attributes, 12 - examples testing navigation push to navigation stack, 13 - ui testing, 14 - ui testing screenshots & attachments, 15 - ui testing launch arguments, 16 - ui testing test plans, final test, feedback about the course"
805,logistic intro,reverse logistics is operationally related and focuses on adding value to the reversal procedure of a supply chain. or the flow of a product from a customer to the manufacturer is considered reverse logistics.,Logistics,3.0,All,"what is logistics, feedback about the course"
807,automate your react native releases with fastlane & bitrise,what about automating your entire process of uploading the application into stores? or you've never released an app before and want to learn it the right way? you wouldn't be reading this otherwise … and you are in the right place. you just found the course that will learn you step-by-step how to do that.,React Native,3.0,M,"1. introduction, 2. let's get started, 3. react native application, 4. fastlane, 5. fastlane for ios, 6. fastlane for android, 7. bitrise, 8. bitrise for ios, 9. bitrise for android, feedback about the course"
808,fastlane for ios,"learn how to use fastlane to automate core ios workflows and avoid common developer portal and app store connect problems. dramatically speed up and error-proof building, testing, and delivering apps, removing hours of laborious & error-prone steps from every build cycle.",Ios,4.0,M,"getting started, team development, test builds and distribution, app submission and approval, advanced, feedback about the course"
809,chatgpt - the complete guide,"unlock the power of ai and gain a huge productivity boost with our comprehensive online video course! are you ready to harness the incredible potential of chatgpt? look no further! our course, ""chatgpt - the complete guide to chatgpt & openai apis"" is your all-in-one solution to mastering this revolutionary technology.",Ai & Gpt,12.0,J,"introduction, understanding chatgpt - a look behind the scenes, chatgpt basics, google bard & microsoft bing chat - a closer look, prompt engineering, using chatgpt for utility tasks, using chatgpt for content creation, midjourney - an introduction, deep dive: writing efficient prompts with midjourney, hands-on: chatgpt & midjourney for content creation, using chatgpt for programming & development, hands-on: chatgpt for non-developer & developers, using gpt apis, autogpt & langchain: building automated ai tools, roundup & next steps, feedback about the course"
810,"javascript unit testing with mocha, chai and sinon (скрыт)","in this course, you will gain a basic understanding of the basics of unit testing javascript code using some of the popular testing tools. by the end of this course, you should feel confident and most likely ground-strength to write tests for all of your javascript code, be it server or client.",Aqa,2.0,J,"1. introduction, 2. fundamental concepts of javascript unit testing, 3. using chai assertions, 4. putting it all together, 5. more control with sinon.js, feedback about the course"
811,uml and object-oriented design foundations,"this course will help you become familiar with the fundamentals of object-oriented design and analysis*. i'll introduce each concept using simple terms, avoiding confusing jargon. we'll focus on the practical application, using hands-on examples you can use for reference and practice.",Devops + All Engineering,2.0,J,"1. introduction, 2. software development methodologies, 3. core object-orientation concepts, 4. object-oriented analysis and design, 5. uml basics and fundamental diagram types, 6. case study designing a note-taking app from scratch, 7. ask karoly - student q&a videos, feedback about the course"
812,microservices with node js and react,"event-based architecture?server side rendering with react? yep.scalable, production-ready code? microservices are the number one solution for building and scaling out apps that are intended to just one little issue: there are few resources online that delve into the most complex and nasty issues around them! i built this course to fix that this course tackles every major issues around microservices head on. from challenges with data replication to confusing unordered event streams,every major challenge of building microservices is covered.",React,54.0,M,"01 - fundamental ideas around microservices, 02 - a mini-microservices app, 03 - running services with docker, 04 - orchestrating collections of services with kubernetes, 05 - architecture of multi-service apps, 06 - leveraging a cloud environment for development, 07 - response normalization strategies, 08 - database management and modeling, 09 - authentication strategies and options, 10 - testing isolated microservices, 11 - integrating a server-side-rendered react app, 12 - code sharing and reuse between services, 13 - create-read-update-destroy server setup, 14 - nats streaming server - an event bus implementation, 15 - connecting to nats in a node js world, 16 - managing a nats client, 17 - cross-service data replication in action, 18 - understanding event flow, 19 - listening for events and handling concurrency issues, 20 - worker services, 21 - handling payments, 22 - back to the client, 23 - cicd, 24 - [appendix a] - basics of docker, 25 - [appendix b] - basics of typescript, 26 - bonus!, feedback abou"
813,visual studio code,"dive into vs code and explore some of the neat tricks and powerful extensions that you can use to improve your speed and productivity while learning to work smarter, not harder. examine the editor from top to bottom, covering editor fundamentals, tips, and tricks, as well as how to turn vs code into a full-fledged integrated development environment to do things like refactor and debug code, work with databases, and work with git …all within the editor!",Devops + All Engineering,4.0,J,"introduction, customizing the editor, productivity tricks, navigation & refactoring, debugging, docker, remote development, working with data, git, feedback about the course"
814,postman: the complete guide — rest api testing,"restful apis (or simply rest api) are everywhere nowadays, but at the same time, they are getting more complex to get started with: different http methods (get, post, put, patch, delete), headers, cookies, dealing with file uploads or authentication with api keys, tokens, oauth and so much more.",Qa,20.0,J,"1 - introduction and first steps in postman, 2 - creating rest api requests with postman, 3 - practice section building rest api requests, 4 - introduction to api testing javascript, 5 - writing basic api tests, 6 - using postman variables in scripts, 7 - practice section adding tests to an api, 8 - using postman environments environment variables, 9 - advanced assertions, 10 - automatically running tests, 11 - running newman with other ci servers tools, 12 - workflows and scenarios, 13 - data driven tests running a request multiple times with different data sets, 14 - team collaboration, 15 - mock servers, 16 - file uploads testing automatic uploads uploading multiple files, 17 - authentication authorization, 18 - advanced topics and user questions, 19 - new features in postman, feedback about the course"
